von hertzen brothers	718	0	1	0 0 0 0 0 0 0	0 0 1 0 0 0 0 0
leevi and the leavings	802	1	1	0 0 0 0 0 0 0	0 0 2 0 0 0 0 0
pekka streng	660	0	1	0 0 0 0 0 0 0	0 0 1 0 0 0 0 0
flogging molly	2638	3	2	0 0 0 0 0 2 2	0 0 5 0 0 0 0 0
badly drawn boy	758	2	1	0 0 0 0 0 1 1	0 0 2 0 0 0 1 0
the hives	1604	2	2	0 0 0 0 0 1 2	0 0 4 0 0 0 0 0
lapko	654	1	1	0 0 0 0 0 0 0	0 0 2 0 0 0 0 0
evanescence	3132	6	3	0 0 0 0 0 4 4	0 0 10 1 0 0 1 0
roxette	1002	4	3	0 0 0 0 1 2 3	0 0 6 0 0 0 1 0
céline dion	200	2	0	0 0 0 0 0 0 1	0 0 1 0 0 0 1 0
era	1258	4	2	0 0 0 0 1 2 2	0 0 5 0 0 0 1 0
mattafix	83	1	0	0 0 0 0 0 0 1	0 0 1 0 0 0 0 0
styx	74	1	0	0 0 0 0 0 0 1	0 0 1 0 0 0 0 0
joan osborne	70	1	0	0 0 0 0 0 0 1	0 0 1 0 0 0 0 0
loreena mckennitt	634	4	2	0 0 0 0 0 1 4	0 0 4 0 0 2 0 0
gravity co.	55	1	0	0 0 0 0 0 0 1	0 0 1 0 0 0 0 0
spice girls	376	2	0	0 0 0 0 0 1 1	0 0 1 0 0 0 0 1
maggie reilly	45	1	0	0 0 0 0 0 0 1	0 0 1 0 0 0 0 0
alphaville	42	1	0	0 0 0 0 0 0 1	0 0 1 0 0 0 0 0
the rasmus	714	3	1	0 0 0 0 0 0 4	0 0 3 0 0 0 2 0
jason donovan	40	1	0	0 0 0 0 0 0 1	0 0 1 0 0 0 0 0
titiyo	35	1	0	0 0 0 0 0 0 1	0 0 1 0 0 0 0 0
limahl	30	1	0	0 0 0 0 0 0 1	0 0 1 0 0 0 0 0
midnight oil	30	1	0	0 0 0 0 0 0 1	0 0 1 0 0 0 0 0
krypteria	26	1	0	0 0 0 0 0 0 1	0 0 1 0 0 0 0 0
sheena easton	24	1	0	0 0 0 0 0 0 1	0 0 1 0 0 0 0 0
berlin	23	1	0	0 0 0 0 0 0 1	0 0 1 0 0 0 0 0
des'ree	23	1	0	0 0 0 0 0 0 1	0 0 1 0 0 0 0 0
marc anthony & tina arena	23	1	0	0 0 0 0 0 0 1	0 0 1 0 0 0 0 0
irene cara	21	1	0	0 0 0 0 0 0 1	0 0 1 0 0 0 0 0
poets of the fall	2182	3	1	0 0 0 0 0 1 2	0 0 5 0 0 0 0 0
meja	19	1	0	0 0 0 0 0 0 1	0 0 1 0 0 0 0 0
the bangles	73	2	0	0 0 0 0 0 1 1	0 0 2 0 0 0 0 0
la bionda	17	1	0	0 0 0 0 0 0 1	0 0 1 0 0 0 0 0
enya	342	3	1	0 0 0 0 0 1 3	0 0 2 0 0 2 0 0
loituma	12	1	0	0 0 0 0 0 0 1	0 0 1 0 0 0 0 0
r. kelly	11	1	0	0 0 0 0 0 0 1	0 0 1 0 0 0 0 0
franco battiato	149	1	0	0 0 0 0 0 0 1	0 0 1 0 0 0 0 0
tazenda	145	1	0	0 0 0 0 0 0 1	0 0 1 0 0 0 0 0
lynyrd skynyrd	130	1	1	0 0 0 0 0 0 2	0 0 2 0 0 0 0 0
neil young	786	6	2	0 0 0 1 2 2 2	1 1 4 1 0 0 2 0
black sabbath	280	3	0	0 0 0 0 0 1 2	0 0 3 0 0 0 0 0
t. rex	519	3	1	0 0 0 0 0 1 3	0 0 2 0 0 0 2 0
jimi hendrix	792	5	1	0 0 0 1 1 2 2	0 0 6 0 0 1 0 0
bee gees	194	3	0	0 0 0 0 0 1 1	0 1 1 0 0 1 0 0
francesco guccini	40	1	0	0 0 0 0 0 0 1	0 0 1 0 0 0 0 0
kiss	40	1	0	0 0 0 0 0 0 1	0 0 1 0 0 0 0 0
giovanni allevi	237	2	0	0 0 0 0 0 0 1	0 0 2 0 0 0 0 0
foreigner	33	1	0	0 0 0 0 0 0 1	0 0 1 0 0 0 0 0
ennio morricone	512	4	0	0 0 0 0 0 0 3	0 0 2 0 0 0 2 0
blind melon	30	1	0	0 0 0 0 0 0 1	0 0 1 0 0 0 0 0
europe	148	2	0	0 0 0 0 0 0 2	0 0 1 0 0 0 1 0
status quo	29	1	0	0 0 0 0 0 0 1	0 0 1 0 0 0 0 0
bruce springsteen	955	6	1	0 0 0 0 1 2 2	0 1 4 1 0 0 1 0
guns n roses	1035	4	1	0 0 0 0 0 1 4	0 0 5 0 0 0 0 0
tom jones	102	1	1	0 0 0 0 0 1 1	0 0 2 0 0 0 0 0
artista sconosciuto	25	1	0	0 0 0 0 0 0 1	0 0 1 0 0 0 0 0
boston	25	1	0	0 0 0 0 0 0 1	0 0 1 0 0 0 0 0
inxs	311	4	0	0 0 0 1 1 1 1	0 0 3 0 0 0 1 0
nazareth	51	1	1	0 0 0 0 0 0 2	0 0 2 0 0 0 0 0
fabrizio de andré	32	2	0	0 0 0 0 0 1 1	0 0 2 0 0 0 0 0
freddie mercury	21	1	0	0 0 0 0 0 0 1	0 0 1 0 0 0 0 0
rainbow	33	2	0	0 0 0 0 0 1 1	0 0 2 0 0 0 0 0
thom yorke	523	4	1	0 0 0 0 1 2 2	0 0 5 0 0 0 0 0
schneider tm	74	1	0	0 0 0 0 0 0 1	0 0 1 0 0 0 0 0
b. fleischmann	70	1	0	0 0 0 0 0 0 1	0 0 1 0 0 0 0 0
hauschka	69	1	0	0 0 0 0 0 0 1	0 0 1 0 0 0 0 0
andrew pekler	66	1	0	0 0 0 0 0 0 1	0 0 1 0 0 0 0 0
scott matthew	66	1	0	0 0 0 0 0 0 1	0 0 1 0 0 0 0 0
the tiger lillies	63	1	0	0 0 0 0 0 0 1	0 0 1 0 0 0 0 0
bishop allen	307	2	1	0 0 0 0 0 0 2	0 0 2 0 0 0 1 0
element of crime	45	1	0	0 0 0 0 0 0 1	0 0 1 0 0 0 0 0
the notwist	700	3	2	0 0 0 0 0 2 4	0 0 4 0 0 0 2 0
alva noto + ryuichi sakamoto	41	1	0	0 0 0 0 0 0 1	0 0 1 0 0 0 0 0
pierre bastien	41	1	0	0 0 0 0 0 0 1	0 0 1 0 0 0 0 0
lali puna	185	3	0	0 0 0 0 0 1 2	0 0 3 0 0 0 0 0
gustav	35	1	0	0 0 0 0 0 0 1	0 0 1 0 0 0 0 0
little annie	35	1	0	0 0 0 0 0 0 1	0 0 1 0 0 0 0 0
tied & tickled trio	35	1	0	0 0 0 0 0 0 1	0 0 1 0 0 0 0 0
inlets	34	1	0	0 0 0 0 0 0 1	0 0 1 0 0 0 0 0
homelife	32	1	0	0 0 0 0 0 0 1	0 0 1 0 0 0 0 0
kangding ray	32	1	0	0 0 0 0 0 0 1	0 0 1 0 0 0 0 0
tarwater	31	1	0	0 0 0 0 0 0 1	0 0 1 0 0 0 0 0
attwenger	30	1	0	0 0 0 0 0 0 1	0 0 1 0 0 0 0 0
erik satie	30	1	0	0 0 0 0 0 0 1	0 0 1 0 0 0 0 0
leila	30	1	0	0 0 0 0 0 0 1	0 0 1 0 0 0 0 0
momus and anne laplantine	29	1	0	0 0 0 0 0 0 1	0 0 1 0 0 0 0 0
pascal comelade	29	1	0	0 0 0 0 0 0 1	0 0 1 0 0 0 0 0
jay alansky	28	1	0	0 0 0 0 0 0 1	0 0 1 0 0 0 0 0
the for carnation	28	1	0	0 0 0 0 0 0 1	0 0 1 0 0 0 0 0
franz schubert	27	1	0	0 0 0 0 0 0 1	0 0 1 0 0 0 0 0
tim hecker	640	4	0	0 0 0 0 0 1 3	0 1 2 0 0 0 1 0
funny van dannen	26	1	0	0 0 0 0 0 0 1	0 0 1 0 0 0 0 0
nino rota	354	2	0	0 0 0 0 0 0 2	0 0 2 0 0 0 0 0
peterlicht	68	1	1	0 0 0 0 0 1 1	0 0 2 0 0 0 0 0
replicant rumba rockers	24	1	0	0 0 0 0 0 0 1	0 0 1 0 0 0 0 0
songs: ohia	23	1	0	0 0 0 0 0 0 1	0 0 1 0 0 0 0 0
sparrow house	23	1	0	0 0 0 0 0 0 1	0 0 1 0 0 0 0 0
tape	494	2	0	0 0 0 0 0 0 2	0 1 1 0 0 0 0 0
avril	22	1	0	0 0 0 0 0 0 1	0 0 1 0 0 0 0 0
jim orourke	22	1	0	0 0 0 0 0 0 1	0 0 1 0 0 0 0 0
lullatone	22	1	0	0 0 0 0 0 0 1	0 0 1 0 0 0 0 0
mount eerie	949	3	1	0 0 0 0 0 2 2	0 0 1 0 0 0 3 0
rocko schamoni	22	1	0	0 0 0 0 0 0 1	0 0 1 0 0 0 0 0
autistic daughters	21	1	0	0 0 0 0 0 0 1	0 0 1 0 0 0 0 0
colleen	21	1	0	0 0 0 0 0 0 1	0 0 1 0 0 0 0 0
radian	21	1	0	0 0 0 0 0 0 1	0 0 1 0 0 0 0 0
sporto kantes	21	1	0	0 0 0 0 0 0 1	0 0 1 0 0 0 0 0
josef hader	50	1	0	0 0 0 0 0 0 1	0 0 2 0 0 0 0 0
michael nyman	60	2	0	0 0 0 0 0 0 1	0 0 1 0 0 0 1 0
la jr	18	1	0	0 0 0 0 0 0 1	0 0 1 0 0 0 0 0
machinefabriek	475	1	0	0 0 0 0 0 0 1	0 1 0 0 0 0 0 0
hood	471	1	0	0 0 0 0 0 0 1	0 1 0 0 0 0 0 0
sonic youth	1240	4	2	0 0 0 1 1 2 4	0 1 3 0 0 0 4 1
the fall	455	2	0	0 0 0 0 0 1 1	1 1 0 0 0 0 0 0
john fahey	425	1	0	0 0 0 0 0 0 1	0 1 0 0 0 0 0 0
maher shalal hash baz	413	1	0	0 0 0 0 0 0 1	0 1 0 0 0 0 0 0
the dead c	393	1	0	0 0 0 0 0 0 1	0 1 0 0 0 0 0 0
alastair galbraith	391	1	0	0 0 0 0 0 0 1	0 1 0 0 0 0 0 0
stars of the lid	782	4	0	0 0 0 0 0 0 4	0 1 1 0 0 0 2 0
sun city girls	315	1	0	0 0 0 0 0 0 1	0 1 0 0 0 0 0 0
grouper	310	1	0	0 0 0 0 0 0 1	0 1 0 0 0 0 0 0
hala strana	284	1	0	0 0 0 0 0 0 1	0 1 0 0 0 0 0 0
califone	380	2	0	0 0 0 0 0 0 2	0 1 1 0 0 0 0 0
this heat	463	1	1	0 0 0 0 0 1 2	0 1 1 0 0 0 1 0
times new viking	271	1	0	0 0 0 0 0 0 1	0 1 0 0 0 0 0 0
grey daturas	270	1	0	0 0 0 0 0 0 1	0 1 0 0 0 0 0 0
oneida	265	1	0	0 0 0 0 0 0 1	0 1 0 0 0 0 0 0
the radio dept.	480	2	1	0 0 0 0 0 1 2	0 1 1 0 0 0 1 0
fennesz	302	2	0	0 0 0 0 0 0 2	0 1 1 0 0 0 0 0
noxagt	250	1	0	0 0 0 0 0 0 1	0 1 0 0 0 0 0 0
the ex	235	1	0	0 0 0 0 0 0 1	0 1 0 0 0 0 0 0
natural snow buildings	269	2	0	0 0 0 0 0 0 2	0 1 1 0 0 0 0 0
tenniscoats	297	2	0	0 0 0 0 0 1 1	1 1 0 0 0 0 0 0
labradford	227	1	0	0 0 0 0 0 0 1	0 1 0 0 0 0 0 0
minamo	224	1	0	0 0 0 0 0 0 1	0 1 0 0 0 0 0 0
the kinks	1506	4	3	0 0 0 0 1 1 5	0 2 1 0 0 0 4 0
nagisa ni te	217	1	0	0 0 0 0 0 0 1	0 1 0 0 0 0 0 0
can	443	1	1	0 0 0 0 0 1 2	0 2 1 0 0 0 0 0
james blackshaw	210	1	0	0 0 0 0 0 0 1	0 1 0 0 0 0 0 0
loren mazzacane connors	209	1	0	0 0 0 0 0 0 1	0 1 0 0 0 0 0 0
pumice	199	1	0	0 0 0 0 0 0 1	0 1 0 0 0 0 0 0
benoît pioulard	196	1	0	0 0 0 0 0 0 1	0 1 0 0 0 0 0 0
mission of burma	196	1	0	0 0 0 0 0 0 1	0 1 0 0 0 0 0 0
faust	218	1	1	0 0 0 0 0 1 1	0 2 0 0 0 0 0 0
u.s. maple	194	1	0	0 0 0 0 0 0 1	0 1 0 0 0 0 0 0
os mutantes	304	3	0	0 0 0 0 0 1 2	0 1 0 0 0 0 0 2
oren ambarchi	183	1	0	0 0 0 0 0 0 1	0 1 0 0 0 0 0 0
3 na bossa	7925	0	0	0 0 0 0 0 0 1	0 0 0 0 0 0 0 1
john pizzarelli	2816	0	0	0 0 0 0 0 0 1	0 0 0 0 0 0 0 1
trash pour 4	1555	0	0	0 0 0 0 0 0 1	0 0 0 0 0 0 0 1
paolo conte	1496	0	0	0 0 0 0 0 0 1	0 0 0 0 0 0 0 1
madeleine peyroux	1357	2	0	0 0 0 0 0 1 2	0 0 1 0 0 0 0 2
astrud gilberto	1206	2	0	0 0 0 0 0 0 3	0 0 1 0 0 0 0 2
amos lee	1393	0	1	0 0 0 0 0 1 1	0 0 0 0 0 0 1 1
roberto menescal	1015	0	0	0 0 0 0 0 0 1	0 0 0 0 0 0 0 1
stan getz & charlie byrd	1084	1	0	0 0 0 0 0 1 1	0 0 1 0 0 0 0 1
delicatessen	869	0	0	0 0 0 0 0 0 1	0 0 0 0 0 0 0 1
danni carlos	823	0	0	0 0 0 0 0 0 1	0 0 0 0 0 0 0 1
eletrobossa	803	0	0	0 0 0 0 0 0 1	0 0 0 0 0 0 0 1
eden atwood	795	0	0	0 0 0 0 0 0 1	0 0 0 0 0 0 0 1
chico buarque	928	3	0	0 0 0 0 0 2 2	0 0 0 0 0 0 0 4
diana krall	810	0	1	0 0 0 0 0 1 1	0 0 2 0 0 0 0 1
rita lee	679	1	0	0 0 0 0 0 0 2	0 0 0 0 0 0 0 2
bebel gilberto	649	1	0	0 0 0 0 0 1 1	0 0 1 0 0 0 0 1
marisa monte	565	2	0	0 0 0 0 0 1 2	0 0 0 0 0 1 0 2
milton banana trio	505	0	0	0 0 0 0 0 0 1	0 0 0 0 0 0 0 1
bet.e & stef	504	0	0	0 0 0 0 0 0 1	0 0 0 0 0 0 0 1
céu	824	2	0	0 0 0 0 0 1 2	0 0 0 0 0 0 0 3
paula morelenbaum	486	0	0	0 0 0 0 0 0 1	0 0 0 0 0 0 0 1
bryan ferry	621	1	0	0 0 0 0 0 1 1	0 0 1 0 0 0 0 1
stacey kent	429	0	0	0 0 0 0 0 0 1	0 0 0 0 0 0 0 1
clémentine	357	0	0	0 0 0 0 0 0 1	0 0 0 0 0 0 0 1
elis regina	330	0	0	0 0 0 0 0 0 1	0 0 0 0 0 0 0 1
the doors	1531	8	2	0 0 0 0 4 4 5	1 0 5 1 0 2 4 1
joão gilberto	1476	2	1	0 0 0 0 1 1 2	0 0 1 0 0 0 0 3
roberta sá	419	2	0	0 0 0 0 0 1 2	0 0 0 0 0 0 0 3
aselin debison	257	0	0	0 0 0 0 0 0 1	0 0 0 0 0 0 0 1
b.b. king & eric clapton	251	0	0	0 0 0 0 0 0 1	0 0 0 0 0 0 0 1
ben harper	339	2	0	0 0 0 0 0 0 2	0 0 1 0 0 1 0 1
ella fitzgerald	234	0	0	0 0 0 0 0 0 1	0 0 0 0 0 0 0 1
stan getz & joão gilberto	355	1	1	0 0 0 0 1 1 1	0 0 0 0 0 0 1 2
chet baker	223	0	0	0 0 0 0 0 0 1	0 0 0 0 0 0 0 1
paul hardcastle	258	0	0	0 0 0 0 0 0 1	0 0 1 0 0 0 0 1
simply red	263	1	0	0 0 0 0 0 0 2	0 0 1 0 0 0 0 1
philipp poisel	7	0	1	0 0 0 0 0 0 1	0 0 1 0 0 0 0 0
die fantastischen vier	41	0	1	0 0 0 0 0 0 1	0 0 2 0 0 0 0 0
barry louis polisar	3	0	1	0 0 0 0 0 0 1	0 0 1 0 0 0 0 0
donavon frankenreiter	3	0	1	0 0 0 0 0 0 1	0 0 1 0 0 0 0 0
kimya dawson	161	0	2	0 0 0 0 0 0 2	0 0 2 0 0 0 0 0
alan silvestri	8	0	2	0 0 0 0 0 0 2	0 0 2 0 0 0 0 0
bruce rowland	2	0	1	0 0 0 0 0 0 1	0 0 1 0 0 0 0 0
david nevue	2	0	1	0 0 0 0 0 0 1	0 0 1 0 0 0 0 0
edward shearmur	2	0	1	0 0 0 0 0 0 1	0 0 1 0 0 0 0 0
jeffrey lewis	73	1	2	0 0 0 0 0 0 3	1 0 1 0 0 0 1 0
john cale	15	1	1	0 0 0 0 1 1 1	0 0 2 0 0 0 1 0
louis landon	2	0	1	0 0 0 0 0 0 1	0 0 1 0 0 0 0 0
rachel portman	2	0	1	0 0 0 0 0 0 1	0 0 1 0 0 0 0 0
sinsemilia	2	0	1	0 0 0 0 0 0 1	0 0 1 0 0 0 0 0
all girl summer fun band	1	0	1	0 0 0 0 0 0 1	0 0 1 0 0 0 0 0
annett louisan	1	0	1	0 0 0 0 0 0 1	0 0 1 0 0 0 0 0
antsy pants	7	0	2	0 0 0 0 0 1 1	0 1 1 0 0 0 0 0
deichkind	188	0	4	0 0 0 0 0 1 2	0 0 4 0 0 0 1 0
elephant parade	1	0	1	0 0 0 0 0 0 1	0 0 1 0 0 0 0 0
farin urlaub	78	0	2	0 0 0 0 0 0 2	0 0 2 0 0 0 0 0
hausmarke	6	0	1	0 0 0 0 0 0 1	0 0 2 0 0 0 0 0
herbert grönemeyer	72	0	2	0 0 0 0 0 1 1	0 0 2 0 0 0 0 0
howard shore	265	1	2	0 0 0 0 0 0 2	0 0 3 0 0 0 0 0
juli	188	0	2	0 0 0 0 0 1 1	0 0 2 0 0 0 0 0
laurens van rooyen	1	0	1	0 0 0 0 0 0 1	0 0 1 0 0 0 0 0
lazlo bane	1	0	1	0 0 0 0 0 0 1	0 0 1 0 0 0 0 0
nena	1	0	1	0 0 0 0 0 0 1	0 0 1 0 0 0 0 0
razorlight	529	3	5	0 0 0 0 0 3 3	0 0 8 0 0 0 0 0
sportfreunde stiller	36	0	2	0 0 0 0 0 0 2	0 0 2 0 0 0 0 0
the boy least likely to	1	0	1	0 0 0 0 0 0 1	0 0 1 0 0 0 0 0
the john butler trio	58	1	1	0 0 0 0 0 0 1	0 0 2 0 0 0 0 0
the moldy peaches	32	1	1	0 0 0 0 0 1 1	0 0 1 0 0 0 0 1
tinyfolk	1	0	1	0 0 0 0 0 0 1	0 0 1 0 0 0 0 0
eden ahbez	39	1	0	0 0 0 0 0 0 1	1 0 0 0 0 0 0 0
crystal castles	1266	4	3	0 0 0 0 1 2 4	1 0 4 0 0 0 2 0
jackson c. frank	25	1	0	0 0 0 0 0 0 1	1 0 0 0 0 0 0 0
random	22	1	0	0 0 0 0 0 0 1	1 0 0 0 0 0 0 0
micah blue smaldone	21	1	0	0 0 0 0 0 0 1	1 0 0 0 0 0 0 0
seu jorge	15	1	0	0 0 0 0 0 0 1	1 0 0 0 0 0 0 0
8 bit weapon	10	1	0	0 0 0 0 0 0 1	1 0 0 0 0 0 0 0
beach house	218	1	2	0 0 0 0 0 1 2	1 0 1 0 0 0 1 0
keith mansfield	9	1	0	0 0 0 0 0 0 1	1 0 0 0 0 0 0 0
ed askew	8	1	0	0 0 0 0 0 0 1	1 0 0 0 0 0 0 0
big blood	6	1	0	0 0 0 0 0 0 1	1 0 0 0 0 0 0 0
daniel johnston	114	2	0	0 0 0 0 0 1 1	1 0 0 0 0 0 1 0
mr. scruff	37	3	0	0 0 0 0 1 1 1	1 0 2 0 0 0 0 0
the jimi hendrix experience	1400	2	1	0 0 0 0 0 1 2	1 0 1 0 0 0 1 0
do make say think	123	2	2	0 0 0 0 0 1 3	1 0 1 0 0 0 2 1
jaco pastorius	11	2	0	0 0 0 0 0 0 1	1 0 1 0 0 0 0 0
of montreal	2013	2	8	0 0 0 0 2 4 5	1 1 4 0 0 0 5 0
8 bit	4	1	0	0 0 0 0 0 0 1	1 0 0 0 0 0 0 0
funkdoobiest	4	1	0	0 0 0 0 0 0 1	1 0 0 0 0 0 0 0
jad fair & daniel johnston	4	1	0	0 0 0 0 0 0 1	1 0 0 0 0 0 0 0
n.w.a	4	1	0	0 0 0 0 0 0 1	1 0 0 0 0 0 0 0
galneryus	490	1	0	0 0 0 0 0 0 1	0 0 0 0 0 0 1 0
powerglove	327	1	0	0 0 0 0 0 0 1	0 0 0 0 0 0 1 0
susumu hirasawa	313	1	0	0 0 0 0 0 0 1	0 0 0 0 0 0 1 0
nintendo	771	2	0	0 0 0 0 0 0 2	0 0 1 0 0 0 1 0
supercar	476	2	0	0 0 0 0 0 1 1	0 0 0 0 0 0 2 0
koji endo	192	1	0	0 0 0 0 0 0 1	0 0 0 0 0 0 1 0
tsuneo imahori	693	2	0	0 0 0 0 0 0 2	0 0 1 0 0 0 1 0
shishido rumi	177	1	0	0 0 0 0 0 0 1	0 0 0 0 0 0 1 0
malice mizer	199	1	1	0 0 0 0 0 0 2	0 0 0 0 0 0 2 0
initial d	151	1	0	0 0 0 0 0 0 1	0 0 0 0 0 0 1 0
sister mayo	122	1	0	0 0 0 0 0 0 1	0 0 0 0 0 0 1 0
long shot party	120	1	0	0 0 0 0 0 0 1	0 0 0 0 0 0 1 0
move	112	1	0	0 0 0 0 0 0 1	0 0 0 0 0 0 1 0
aqua teen hunger force colon movie film for theaters	108	1	0	0 0 0 0 0 0 1	0 0 0 0 0 0 1 0
niko	99	1	0	0 0 0 0 0 0 1	0 0 0 0 0 0 1 0
the seatbelts	91	1	0	0 0 0 0 0 0 1	0 0 0 0 0 0 1 0
sabrepulse	61	1	0	0 0 0 0 0 0 1	0 0 0 0 0 0 1 0
electric light orchestra	507	3	0	0 0 0 0 0 1 2	0 0 2 0 0 0 1 0
john williams	861	3	3	0 0 0 0 0 2 3	0 0 3 0 0 0 2 1
moondog	51	1	0	0 0 0 0 0 0 1	0 0 0 0 0 0 1 0
quad city dj's	129	2	0	0 0 0 0 0 1 1	0 0 0 0 0 0 2 0
s.s.h.	43	1	0	0 0 0 0 0 0 1	0 0 0 0 0 0 1 0
[unknown]	1308	7	2	0 0 0 0 0 2 7	0 0 5 0 0 2 1 1
kap bambino	248	0	1	0 0 0 0 0 0 1	0 0 1 0 0 0 0 0
i'm from barcelona	229	0	1	0 0 0 0 0 0 1	0 0 1 0 0 0 0 0
the kills	1515	3	2	0 0 0 0 1 1 3	0 0 4 0 0 0 1 0
parken	217	0	1	0 0 0 0 0 0 1	0 0 1 0 0 0 0 0
hole	208	0	2	0 0 0 0 0 1 1	0 0 1 0 0 0 1 0
the soundtrack of our lives	172	0	1	0 0 0 0 0 0 1	0 0 1 0 0 0 0 0
gorillaz	504	4	1	0 0 0 0 1 1 3	0 0 4 1 0 0 1 0
familjen	322	1	1	0 0 0 0 0 1 1	0 0 2 0 0 0 0 0
fischerspooner	132	0	1	0 0 0 0 0 0 1	0 0 1 0 0 0 0 0
sex pistols	648	1	2	0 0 0 0 1 1 1	0 0 2 0 0 0 1 0
yo la tengo	473	0	2	0 0 0 0 0 0 3	0 0 1 0 0 0 2 0
tycho	753	1	2	0 0 0 0 0 1 1	0 0 3 0 0 0 0 0
josé gonzález	285	1	3	0 0 0 0 0 1 3	0 0 3 0 0 0 1 0
ladytron	1035	4	2	0 0 0 0 1 2 3	0 1 4 0 0 0 1 0
n*e*r*d	263	1	1	0 0 0 0 0 1 1	0 0 2 0 0 0 0 0
kristian anttila	96	0	1	0 0 0 0 0 0 1	0 0 1 0 0 0 0 0
they might be giants	5456	1	2	0 0 0 0 0 1 2	0 0 1 1 0 0 2 0
the magnetic fields	1314	0	4	0 0 0 0 0 1 3	0 0 3 0 0 0 1 0
devo	984	1	2	0 0 0 0 1 1 1	0 1 0 0 0 0 2 0
songstowearpantsto.com	665	0	1	0 0 0 0 0 0 1	0 0 0 0 0 0 1 0
talking heads	1503	3	3	0 0 0 0 1 1 5	0 1 1 0 0 0 5 0
hey erik leafinson!	567	0	1	0 0 0 0 0 0 1	0 0 0 0 0 0 1 0
the long winters	558	0	1	0 0 0 0 0 0 1	0 0 0 0 0 0 1 0
pinback	668	0	2	0 0 0 0 0 0 2	0 0 0 0 0 0 2 0
john linnell	465	0	1	0 0 0 0 0 0 1	0 0 0 0 0 0 1 0
roy orbison	461	1	1	0 0 0 0 0 1 1	0 0 0 0 0 0 1 1
casiotone for the painfully alone	490	1	2	0 0 0 0 0 1 2	0 0 0 0 0 0 3 0
the dead milkmen	372	0	1	0 0 0 0 0 0 1	0 0 0 0 0 0 1 0
bottom of the hudson	362	0	1	0 0 0 0 0 0 1	0 0 0 0 0 0 1 0
the mountain goats	588	0	1	0 0 0 0 0 1 1	0 0 0 0 0 0 2 0
frank zappa	489	1	1	0 0 0 0 0 0 2	0 0 1 0 0 0 1 0
the wrens	244	0	1	0 0 0 0 0 0 1	0 0 0 0 0 0 1 0
ted leo and the pharmacists	525	1	2	0 0 0 0 0 1 2	0 0 1 0 0 0 2 0
john frusciante	1148	2	1	0 0 0 0 0 1 2	0 0 2 0 0 0 1 0
spacehog	221	0	1	0 0 0 0 0 0 1	0 0 0 0 0 0 1 0
fountains of wayne	367	0	2	0 0 0 0 0 0 2	0 0 1 0 0 0 1 0
grand buffet	176	0	1	0 0 0 0 0 0 1	0 0 0 0 0 0 1 0
tally hall	168	0	1	0 0 0 0 0 0 1	0 0 0 0 0 0 1 0
master's hammer	748	1	0	0 0 0 0 0 0 0	0 0 1 0 0 0 0 0
misfits	1686	4	4	0 0 0 0 0 2 5	0 0 5 0 0 0 2 1
rubella ballet	687	1	0	0 0 0 0 0 0 0	0 0 1 0 0 0 0 0
cauda pavonis	609	1	0	0 0 0 0 0 0 0	0 0 1 0 0 0 0 0
creepersin	583	1	0	0 0 0 0 0 0 0	0 0 1 0 0 0 0 0
xiii. století	619	1	1	0 0 0 0 0 0 0	0 0 2 0 0 0 0 0
horror of 59	573	1	0	0 0 0 0 0 0 0	0 0 1 0 0 0 0 0
flesh	419	1	0	0 0 0 0 0 0 0	0 0 1 0 0 0 0 0
the meteors	416	1	0	0 0 0 0 0 0 0	0 0 1 0 0 0 0 0
the zombie mafia	408	1	0	0 0 0 0 0 0 0	0 0 1 0 0 0 0 0
miguel and the living dead	405	1	0	0 0 0 0 0 0 0	0 0 1 0 0 0 0 0
horror story	352	1	0	0 0 0 0 0 0 0	0 0 1 0 0 0 0 0
tiamat	1150	6	1	0 0 0 0 1 1 2	0 0 7 0 0 0 0 0
gorgeous frankenstein	282	1	0	0 0 0 0 0 0 0	0 0 1 0 0 0 0 0
joy disaster	282	1	0	0 0 0 0 0 0 0	0 0 1 0 0 0 0 0
antiworld	257	1	0	0 0 0 0 0 0 0	0 0 1 0 0 0 0 0
jack frost	250	1	0	0 0 0 0 0 0 0	0 0 1 0 0 0 0 0
jacquy bitch	242	1	0	0 0 0 0 0 0 0	0 0 1 0 0 0 0 0
the horrors	336	2	0	0 0 0 0 0 0 1	0 0 2 0 0 0 0 0
two witches	231	1	0	0 0 0 0 0 0 0	0 0 1 0 0 0 0 0
fields of the nephilim	229	1	0	0 0 0 0 0 0 0	0 0 1 0 0 0 0 0
theatres des vampires	1059	3	0	0 0 0 0 0 1 1	0 0 2 0 0 0 0 1
siouxsie and the banshees	513	2	1	0 0 0 0 1 1 1	0 0 3 0 0 0 1 0
mephisto walz	214	1	0	0 0 0 0 0 0 0	0 0 1 0 0 0 0 0
lacrimas profundere	596	2	0	0 0 0 0 0 0 1	0 0 2 0 0 0 0 0
the cascades	199	1	0	0 0 0 0 0 0 0	0 0 1 0 0 0 0 0
the awakening	197	1	0	0 0 0 0 0 0 0	0 0 1 0 0 0 0 0
the birthday massacre	418	2	0	0 0 0 0 0 0 1	0 0 2 0 0 0 0 0
clan of xymox	173	1	0	0 0 0 0 0 0 0	0 0 1 0 0 0 0 0
death ss	172	1	0	0 0 0 0 0 0 0	0 0 1 0 0 0 0 0
